bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,floors,condition,price
4,2.0,2420,31465,0,1.0,3,399950
3,1.75,1430,10816,0,2.0,3,185000
3,1.75,1440,7070,0,1.0,3,460000
3,2.25,1450,4789,0,2.0,3,435500
4,2.75,3550,13938,1450,1.0,5,469000
2,3.0,1270,1175,160,2.0,3,531000
2,1.0,940,6804,0,1.0,3,443500
3,2.0,1670,6824,370,1.0,3,223000
4,3.5,3100,15842,700,2.0,3,590000
2,2.5,1100,1760,0,3.0,3,340000
3,2.0,1870,3388,640,1.0,4,650000
3,2.5,1930,5080,0,2.0,4,533600
3,2.75,2540,4694,0,2.0,3,695000
3,1.75,1280,7524,0,1.5,4,242000
3,2.25,1820,8814,540,1.0,3,425000
3,2.25,1490,9414,0,2.0,3,525000
3,2.5,1880,5502,0,2.0,3,485000
3,1.0,1250,9775,0,1.0,3,175000
3,2.0,1440,7210,0,1.0,3,210000
3,2.5,1920,7415,0,2.0,3,260000
3,2.5,2060,5750,730,1.0,3,577000
3,1.5,1210,10588,0,1.0,4,200000
2,1.75,1760,5000,820,1.0,4,605000
3,1.0,990,6750,0,1.0,4,325000
3,1.0,960,6400,140,1.0,4,289500
3,2.5,1660,1458,0,3.0,3,559950
3,1.75,1900,9375,570,1.0,4,1042500
3,2.25,1270,2790,280,1.0,3,543500
4,2.25,3250,34293,0,2.0,4,480000
3,1.0,960,9633,0,1.0,5,218000
2,1.75,1330,6000,370,1.0,4,565000
3,1.75,2080,7700,480,1.0,5,426700
3,2.5,2690,11575,560,1.0,3,650000
2,1.0,890,3060,120,1.0,3,542000
3,1.75,1070,8000,0,1.0,3,415000
3,1.0,1200,8316,0,1.0,4,214000
3,1.5,1360,8910,0,2.0,5,245000
3,2.0,2050,13303,0,1.0,3,314500
3,1.5,3000,5750,1000,2.0,5,1120000
2,2.0,1300,3850,500,1.0,3,378000
4,2.5,2250,9091,910,1.0,3,305000
5,2.75,3740,6750,1760,1.0,4,595000
3,2.5,1660,1091,130,3.0,3,729500
3,2.5,2360,6699,0,2.0,3,430000
3,1.75,1760,6500,610,1.0,3,240000
3,1.75,1680,6200,0,1.5,3,545000
3,1.75,1320,2500,450,1.0,3,530000
1,1.0,870,26326,0,1.0,3,157000
4,1.0,1260,7645,0,1.5,3,425000
3,1.0,1000,6020,0,1.0,3,220000
4,1.75,2020,36400,470,1.0,4,521000
3,1.0,1920,6862,800,1.0,3,325000
3,2.0,2150,5400,770,1.5,4,597500
3,2.5,1470,3976,0,2.0,3,337000
3,2.5,3180,10492,0,2.0,3,1000000
3,2.5,3930,55867,1600,1.0,4,3070000
3,1.0,990,6000,0,1.0,3,495000
4,3.5,2770,3330,800,2.0,3,748000
3,1.5,1250,8710,0,1.0,4,888000
3,1.75,1140,22267,0,1.0,3,269900
4,2.5,2250,14440,700,1.0,3,496500
3,2.5,1640,5097,0,2.0,3,475000
3,1.5,1255,1374,0,3.0,3,312000
3,1.0,1290,12231,0,1.0,3,323000
3,1.75,1300,9079,0,1.0,3,331000
3,1.5,1220,1086,0,3.0,3,306000
4,2.5,2630,4000,0,3.0,3,655000
3,1.5,1950,15954,0,1.0,4,290000
4,3.25,3160,5000,800,2.0,5,1250000
3,1.75,1550,4708,690,1.0,4,460000
4,2.5,1700,6380,850,1.0,4,435000
4,2.75,2510,11880,880,1.0,5,664000
4,1.75,1800,4180,0,2.0,4,865000
3,1.75,1800,18000,600,1.0,3,385000
3,2.25,1870,9315,520,1.0,3,497000
2,1.0,1010,3000,0,1.0,4,280000
2,1.5,1120,17487,0,1.0,3,188000
3,1.0,2090,4755,890,1.0,3,478500
4,3.5,4370,18361,0,2.0,3,1145000
3,2.0,1440,7187,470,1.0,4,222000
4,3.0,2580,209523,0,2.0,3,799000
4,2.5,3190,7399,0,2.0,3,609900
4,3.5,2380,5809,630,2.0,4,413000
4,1.0,1420,4875,0,1.5,3,400000
5,2.75,2990,6768,0,2.0,3,802541
3,2.5,2680,7757,0,2.0,3,320000
4,2.5,2730,7649,0,2.0,3,507000
3,1.0,1220,8329,0,1.0,3,387500
3,1.0,1500,12616,0,1.0,3,396000
3,1.75,1830,11788,400,1.0,3,373000
5,2.5,4570,19252,0,2.0,5,1484900
4,2.25,2470,7698,0,2.0,3,359900
2,1.0,800,4342,130,1.0,3,410000
4,2.5,2900,23488,0,2.0,3,690000
3,2.0,1410,5760,0,1.0,3,245000
5,2.5,2830,25958,1220,1.0,5,700000
4,1.75,1680,9966,580,1.0,3,268000
3,1.75,1760,26055,840,1.0,3,225000
4,2.25,2240,11034,0,2.0,3,980000
2,1.0,1380,5000,0,1.5,3,795000
2,1.0,820,5100,0,1.0,3,195000
4,2.0,2180,10575,450,1.0,2,480000
4,2.0,1400,3600,300,1.0,3,485000
2,1.0,880,9000,0,1.0,3,130000
2,1.0,1060,5703,0,1.0,4,325000
3,1.75,1530,7245,0,1.0,4,440000
4,1.75,2480,14782,1020,1.0,3,550000
3,1.75,1490,7150,0,1.0,5,310000
3,2.5,3660,39478,400,2.0,4,530000
4,2.5,2340,8548,0,2.0,3,390000
3,1.75,1450,12125,0,1.0,4,243000
4,2.5,2210,9875,0,2.0,3,639000
4,1.0,1130,7400,0,1.0,4,215000
5,1.75,1550,10500,450,1.0,3,405000
4,1.75,1710,7140,700,1.0,5,250000
3,1.5,1010,8108,0,1.0,5,405500
6,2.25,2660,13579,0,2.0,3,452000
6,2.25,2660,13579,0,2.0,3,730000
3,2.0,1300,9644,0,1.0,3,267000
3,2.5,1670,6186,0,2.0,3,289950
2,1.0,960,4080,0,1.0,5,565000
4,3.25,4670,51836,0,2.0,4,1578000
3,2.5,2140,2770,370,2.0,3,636000
5,3.0,2520,5500,970,1.0,3,350000
3,1.5,1650,9380,520,1.0,5,320000
2,1.75,1440,5680,0,1.0,4,210000
2,1.0,1050,5900,0,1.0,3,245000
3,1.75,1470,7650,340,1.0,3,328000
4,2.25,4230,37769,0,2.0,3,985000
3,1.75,1970,7972,600,1.0,5,501000
3,2.25,1540,17424,0,2.0,3,315000
3,2.75,2090,8354,0,2.0,3,403000
3,2.0,2380,17950,270,2.0,4,550000
4,2.5,2156,3562,0,2.0,3,347500
4,2.25,2070,8893,0,2.0,4,365000
3,1.0,1910,8167,640,1.0,4,588000
3,1.75,1920,7400,660,1.0,4,605000
3,3.25,3400,5979,1110,2.0,4,1300000
3,2.0,1400,9177,0,1.0,3,233000
4,2.5,2210,17715,0,2.0,3,360000
2,1.75,1170,4887,150,1.0,3,459000
3,2.0,2100,72745,0,1.0,4,740000
3,1.0,1160,9750,0,1.0,3,305000
3,1.0,1500,4000,600,1.0,3,395000
4,2.5,2940,6000,0,2.0,3,560000
4,1.75,2010,5070,710,1.0,4,650000
3,2.5,2170,4912,0,2.0,3,449950
3,1.5,1430,5200,180,1.0,4,517500
4,1.5,1510,6460,440,1.0,3,435000
3,1.0,1150,6908,350,1.0,3,329999
3,1.75,2150,4200,1010,1.0,5,950000
3,1.0,1370,6001,140,1.0,5,447000
2,2.5,2380,6600,0,1.0,3,699800
3,1.75,1370,3850,600,1.0,5,850000
3,1.75,1600,14250,530,1.0,3,316500
5,3.5,3750,9612,1720,1.0,4,942500
2,2.25,3950,3938,1040,2.0,3,1310000
4,2.25,2400,13430,0,1.0,4,856600
5,1.5,2830,4000,0,2.5,4,405600
4,2.5,2440,22594,0,2.0,3,565000
3,2.25,1190,1149,140,2.0,3,400000
3,2.0,1400,218252,0,1.0,3,330000
4,2.75,2730,4683,0,2.0,3,374950
3,2.75,2390,7939,780,1.0,5,405300
3,2.25,2060,31400,0,2.0,3,560000
4,2.25,2490,9864,1200,1.0,4,824000
3,1.75,1100,10968,0,1.0,5,260000
4,2.5,2430,6099,960,1.0,5,760000
3,2.5,3170,12750,810,2.0,3,405000
4,2.5,2640,8625,0,2.0,3,429900
3,1.5,1130,7223,0,1.0,4,341500
5,2.0,1940,7642,0,1.5,3,465250
2,2.0,1100,3000,0,1.5,3,450000
3,1.0,1200,10800,0,1.0,4,390000
3,2.25,2000,8030,1000,1.0,4,420000
3,2.5,1890,4838,160,2.0,3,269950
4,2.0,1910,2874,850,1.0,3,493000
4,2.5,2710,5880,0,2.0,3,370000
5,4.25,4860,9453,1760,1.5,5,2250000
3,1.0,1250,23680,0,1.0,5,305000
3,1.75,1590,8219,620,1.5,5,400000
3,1.5,1240,1221,190,2.0,3,320000
4,1.0,2000,4800,0,2.0,4,715000
6,2.75,3610,10003,0,1.5,4,650000
5,1.75,1930,8040,0,1.0,4,218000
2,1.0,1280,5400,0,1.0,3,500000
4,2.0,2090,40419,0,1.0,4,460000
3,1.5,1940,9887,800,1.0,4,232500
3,2.5,1800,5761,0,2.0,4,408200
3,1.75,1730,8400,330,1.0,4,522000
4,2.5,2810,11120,0,2.0,3,675000
4,3.5,3550,11000,1290,1.0,3,1355000
4,1.0,1330,7980,0,1.5,3,249950
2,1.0,750,34133,0,1.0,3,210000
4,1.0,1760,7216,670,1.0,3,429950
4,2.5,3200,36276,0,2.0,3,737500
4,2.0,1740,9000,0,1.0,5,710000
3,2.5,2100,4700,0,2.0,3,470000
4,3.5,4270,40097,0,1.0,4,1100000
3,2.0,1340,2720,0,1.5,3,650000
4,2.5,3190,8684,1510,1.0,5,1216000
3,2.5,1630,4534,0,2.0,3,422120
5,2.5,2990,15085,0,2.0,3,625000
4,1.0,1550,7740,0,1.5,3,385200
3,2.25,1690,4964,0,2.0,3,500000
4,2.25,1960,12243,0,2.0,3,308000
3,2.75,2390,9966,1030,1.0,5,565000
3,2.5,2600,4438,0,2.0,3,581000
3,2.0,1950,8698,0,1.0,3,361000
3,1.0,1250,7210,0,1.0,4,345000
2,2.25,1180,1253,340,2.0,3,419000
3,2.5,1680,4308,0,2.0,3,347000
4,2.25,2220,36085,0,2.0,3,625000
4,4.25,4890,15188,1800,2.0,3,2400000
3,3.25,2660,17852,0,2.5,3,379000
3,1.5,1150,3323,0,2.0,3,310000
2,2.0,1130,5500,0,1.0,4,250000
5,2.75,2760,5000,0,2.0,3,682000
3,2.0,1430,8919,0,1.0,3,246500
3,1.0,1490,57381,0,1.5,4,325000
4,2.5,2030,4997,0,2.0,3,310950
3,2.0,3010,5000,1120,2.0,5,1100000
3,1.0,1810,7200,680,1.0,4,287500
3,1.0,1810,7200,680,1.0,4,431000
3,1.0,970,5000,0,1.0,3,226000
3,1.75,2010,3090,500,1.5,5,825000
4,1.0,1300,6030,0,1.5,3,175000
3,1.5,1260,10350,0,1.0,3,465750
4,2.25,2610,24931,0,2.0,3,659000
3,1.75,1910,5753,800,1.0,3,595000
3,2.25,1780,16290,0,2.0,4,350000
4,2.25,1900,8600,0,1.0,4,270000
6,2.25,2450,25600,1110,1.0,3,662500
3,1.75,1380,14000,0,1.0,4,249900
3,1.75,1920,11340,690,1.0,4,324500
2,1.75,1350,4003,0,1.0,3,430000
2,1.75,1350,4003,0,1.0,3,419950
4,1.75,2510,7440,1220,1.0,4,285000
4,2.5,2470,7780,0,2.0,3,332000
4,1.75,1660,10725,700,1.0,3,282000
3,1.0,1340,5175,400,1.0,3,320000
3,1.0,1620,30736,0,1.5,4,428750
3,2.25,2300,35287,0,2.0,3,330000
4,3.5,2000,2309,0,3.0,3,456500
3,2.25,1640,11050,0,1.0,4,352000
4,2.0,1530,4080,0,1.5,4,664000
3,1.75,4000,11894,1810,1.0,3,628000
3,1.75,1610,12555,530,1.0,3,512000
3,2.0,2070,9000,620,1.0,4,254000
4,2.5,1900,5790,0,2.0,3,535800
3,1.0,1050,16050,0,1.0,4,287653
3,2.5,1520,1304,340,2.0,3,438000
4,1.75,2390,23899,640,1.0,3,450000
5,2.75,2400,8050,0,2.0,3,327000
4,2.5,1790,6120,0,2.0,3,370500
3,2.5,1720,6271,0,2.0,3,265000
4,2.75,2980,13260,1180,1.0,4,450000
3,1.0,1520,213444,0,1.5,5,425000
3,1.75,1150,8690,0,1.0,4,166600
1,0.75,380,15000,0,1.0,3,245000
3,1.0,910,5212,0,1.0,3,565000
3,1.75,1650,10150,420,1.0,3,539900
3,3.5,2480,3200,0,2.0,3,910000
4,2.5,2050,7416,0,2.0,3,280000
3,2.25,1420,8549,0,2.0,4,275000
3,2.5,3460,6590,0,2.0,3,467000
3,2.5,1500,4445,0,2.0,3,457500
2,1.0,1320,3090,0,1.0,4,381156
5,2.5,2180,8240,960,1.0,4,289999
3,1.75,1830,4160,600,1.0,3,642450
3,2.25,1620,8701,400,1.0,3,469950
3,2.0,2920,13650,1460,1.0,5,795000
4,2.5,3300,10514,0,2.0,3,785000
3,2.25,3060,12095,0,2.0,3,860000
0,0.0,3064,4764,0,3.5,3,1095000
3,1.0,1530,8498,0,1.0,3,147500
3,2.0,1910,11576,500,1.0,3,390000
3,1.0,1020,8100,0,1.0,3,229000
3,1.0,1150,8100,0,1.0,3,185000
3,1.5,1260,9570,390,1.0,3,414900
4,2.0,1920,4822,1000,1.0,2,200000
4,2.25,1800,9350,0,1.0,3,225000
3,1.75,2040,4000,680,2.0,5,720000
4,2.5,2200,4000,770,2.0,5,930000
5,2.5,3200,17204,1040,1.0,3,1270000
5,3.25,2400,3118,620,2.0,4,700000
2,1.5,1140,1058,0,3.0,3,466000
3,1.5,1330,10640,0,1.0,3,374000
3,2.5,1940,10035,0,2.0,4,480000
3,2.5,3000,25341,0,2.0,3,740000
4,1.0,1820,5400,0,1.5,3,1010000
4,2.5,2910,5000,0,2.0,3,395000
2,1.0,1090,6771,0,1.0,3,340000
3,2.0,1230,1340,210,2.0,3,209000
5,2.5,1710,7700,0,1.5,3,431650
5,2.5,3160,11470,1380,1.0,4,980000
3,2.5,2680,28243,0,2.0,3,660000
4,2.25,2190,9009,350,2.0,4,730000
3,1.75,1260,9600,0,1.0,4,291500
4,3.5,2970,14486,630,2.0,3,905000
4,2.5,2570,50308,0,1.5,3,800000
4,3.5,3810,13592,1250,1.0,3,839900
1,1.5,1010,1157,60,2.0,3,200000
3,2.0,1480,6698,400,1.0,4,300000
3,1.75,1250,6041,0,1.5,5,530000
3,2.25,1654,8479,0,2.0,3,314950
3,1.75,1410,9315,0,1.0,5,255000
5,2.75,2160,5720,660,1.0,5,550000
3,1.0,1400,4800,700,1.0,4,435000
3,1.75,1420,8738,0,1.0,4,234000
4,2.25,2500,10062,900,1.0,3,615000
3,2.0,1410,8384,0,1.0,3,205000
4,1.75,2100,7135,1050,1.0,4,384000
3,2.5,1750,7208,0,2.0,3,324000
3,1.75,2070,5500,940,1.0,4,645000
3,3.25,1570,1777,310,2.0,3,570000
3,2.5,1920,5322,0,2.0,3,324000
2,1.0,1000,10320,0,1.0,3,270000
5,1.5,2120,7700,0,1.5,5,290000
3,2.0,1440,9220,0,1.0,3,250000
3,1.75,1660,16275,0,2.0,3,342000
3,1.5,1340,8450,0,1.0,4,255000
3,2.25,2380,11824,930,1.0,4,800000
3,1.75,1560,4049,560,1.5,3,451000
4,2.5,2780,10480,1390,1.0,3,990000
4,2.5,1860,6687,640,1.0,4,288400
3,1.5,2390,4600,640,2.0,3,420000
2,2.75,1370,1140,290,2.0,3,359000
4,3.0,2570,262018,1150,1.0,3,390000
3,2.5,1320,2614,0,2.0,3,300000
5,2.5,2520,7863,1020,1.0,3,545000
3,1.0,1250,18616,0,1.0,4,288349
3,2.25,1560,35026,270,1.0,3,299900
4,2.0,2330,5000,610,1.5,5,891000
3,2.0,3660,22410,1830,1.0,4,1200000
4,2.5,2790,4650,0,2.0,3,378000
2,1.0,1060,7200,0,1.0,4,299995
3,2.5,2020,6564,710,1.0,3,253000
3,2.25,1580,47916,0,1.0,3,350000
4,3.0,2020,4300,0,1.5,3,565000
2,1.0,970,5665,0,1.0,4,315000
4,3.0,1490,6766,0,1.5,5,570000
5,3.5,4390,10140,1040,2.0,3,971000
5,2.5,2750,5589,910,1.5,5,915000
4,1.5,2150,23568,0,1.0,4,419000
4,1.75,1810,7480,580,1.0,3,260000
3,3.0,2230,12968,0,2.0,3,1321500
3,1.0,2430,10720,0,1.0,3,369950
3,2.5,3680,13384,0,2.0,3,1029900
5,1.0,1410,6750,0,1.5,3,435000
3,1.75,1330,6743,0,1.0,3,601000
3,1.0,1490,10650,340,1.0,3,460500
3,2.5,2020,1159,0,3.0,3,720000
4,2.5,3130,13202,0,2.0,3,851000
4,3.0,2670,5000,0,2.0,3,550000
4,1.0,1980,4560,0,1.5,3,700000
3,1.75,2100,14850,0,1.0,4,323000
3,1.0,1350,8581,0,1.0,5,345500
4,1.5,2140,7920,950,1.0,3,378000
4,2.0,2208,5000,0,3.0,5,650000
3,2.0,1010,7380,0,1.0,3,385000
2,1.0,970,2970,0,1.0,3,425000
4,2.0,1520,6174,0,1.5,5,210000
4,2.5,2740,43101,0,2.0,3,630000
3,1.75,1570,7500,270,1.0,3,335000
3,1.0,1320,9000,0,1.0,3,196500
4,2.75,2550,7636,1110,1.0,3,582800
3,1.75,1560,7207,310,1.0,3,440000
4,2.25,2360,8616,0,2.0,4,752500
3,1.75,1330,5000,120,2.0,4,532500
3,1.0,1070,9000,0,1.0,4,265000
3,1.25,1510,13737,700,1.0,4,397500
3,2.5,1710,3469,0,2.0,3,524250
4,2.75,2790,10819,0,2.0,3,765000
4,2.5,2620,5450,0,2.0,3,648000
5,2.5,2970,24759,1300,1.0,4,469500
3,1.75,1050,7854,0,1.0,4,237500
3,1.0,1280,8712,0,1.0,4,216000
3,1.0,1030,8400,0,1.0,4,427200
3,2.25,1900,7800,510,1.0,4,280000
5,3.0,3070,9804,1330,1.0,4,718000
2,2.75,1760,4139,0,2.0,3,420000
2,1.0,930,5400,0,1.0,3,379000
2,1.0,880,7683,0,1.0,3,326100
3,2.5,1360,1016,50,3.0,3,535000
4,2.75,2130,8560,570,1.0,3,283000
3,1.0,1480,7469,360,1.5,3,260000
4,1.0,1500,6388,0,1.5,4,399000
3,2.25,1670,5004,0,2.0,3,484950
4,1.75,2060,9828,0,1.0,4,640000
4,2.5,2160,8158,500,1.0,4,585000
4,2.0,2780,11583,1590,1.0,3,645000
3,2.0,1490,7651,0,1.0,3,253000
2,1.0,740,6460,0,1.0,3,178500
4,2.5,1860,6325,0,2.0,4,291000
2,2.75,1590,20917,0,1.5,3,199950
2,1.0,850,2340,0,1.0,3,553500
2,1.0,1030,4188,0,1.0,3,189950
3,2.0,1850,9550,0,1.0,3,289000
4,2.0,1830,4590,0,2.0,3,700000
3,2.0,1560,8853,0,1.0,3,270000
4,1.75,1730,8320,500,1.0,3,258000
3,2.5,1930,7214,0,2.0,3,530000
3,2.25,1422,3677,0,2.0,3,245000
3,2.0,1380,5000,0,1.5,4,563000
3,2.5,2430,4203,0,2.0,3,515000
4,2.5,2610,7091,0,2.0,3,325000
3,2.25,2000,217800,0,2.0,3,540000
2,1.0,920,5000,430,1.0,4,280300
4,1.75,1750,5500,700,1.5,5,460000
3,1.75,2020,8970,840,1.0,4,475000
4,2.25,2460,44431,0,1.0,4,900000
4,3.0,1780,7260,0,1.0,4,538200
2,1.0,1080,3600,0,1.0,3,429000
3,1.0,1250,5411,0,1.0,3,164808
4,2.25,1870,7700,0,2.0,3,520000
3,1.75,1700,8432,470,1.0,3,475000
4,1.5,1480,47045,0,1.0,5,283000
4,2.5,1930,6228,0,2.0,3,321500
4,2.75,3130,21810,0,2.0,4,840000
3,2.25,1370,6000,0,2.0,4,287000
3,1.75,960,8106,0,1.0,3,375000
3,1.75,1260,7128,0,1.0,4,349500
3,1.5,1480,7749,0,1.0,5,446450
4,2.5,1930,9643,0,2.0,4,315000
2,1.0,870,5340,0,1.5,2,271310
4,1.0,1300,8400,0,1.5,4,315000
3,1.75,1490,6930,0,1.0,4,245000
2,1.0,1380,5484,350,1.0,3,543115
4,2.0,1190,8190,0,1.5,3,900000
4,4.25,4250,6552,1380,2.0,4,2450000
2,2.0,1920,6045,0,1.0,3,554000
3,1.75,2080,12522,0,1.0,5,249900
3,2.5,3220,54160,530,2.0,4,768000
4,3.0,3680,5854,1620,1.0,3,980000
5,2.5,2070,9600,800,1.0,3,395000
3,1.75,1480,2200,0,2.0,3,415000
4,2.5,2000,6921,0,2.0,3,380000
3,2.5,1560,5259,0,2.0,3,566000
2,1.0,1600,8961,210,1.0,4,218500
4,2.5,1940,10500,800,1.0,4,550000
3,1.75,1540,3000,770,1.0,3,512031
2,1.0,820,8860,0,1.0,3,197500
3,2.25,1780,8784,550,1.0,3,470000
3,1.75,1560,242629,0,1.0,3,590000
4,2.25,2210,8862,940,1.0,4,465000
2,1.75,2040,114562,0,1.0,4,499000
3,2.25,1920,11500,0,1.0,3,515000
3,1.75,1930,5000,700,1.0,3,716500
3,2.0,1700,4250,810,1.0,3,410000
4,3.25,3450,6500,1000,2.0,3,850000
4,3.25,3440,35021,0,2.0,3,1050000
4,2.5,2380,13435,0,2.0,3,648000
4,2.25,2400,5350,940,1.5,4,620000
4,4.5,5670,84267,0,2.0,3,935000
3,1.0,1140,10320,0,1.0,4,379000
3,1.75,1670,5375,400,1.0,3,699000
4,2.25,1910,8005,630,1.0,3,528000
3,1.75,1560,9452,0,1.0,4,425000
2,1.75,1500,8645,0,1.0,4,249500
5,3.25,4475,6642,0,2.0,3,1035480
4,2.75,2840,11900,1200,1.0,4,790000
3,1.0,1020,18050,0,1.0,3,399950
3,1.5,1410,9000,0,1.0,3,275000
3,1.0,1520,2500,0,1.5,3,550000
1,1.0,730,6890,0,1.0,4,140000
3,1.0,1190,6250,200,1.0,3,250000
3,2.25,1410,8909,0,2.0,3,318000
2,1.0,1240,57000,0,1.0,3,505000
5,2.5,2500,9248,1200,1.0,3,470500
3,1.0,1050,9206,0,1.5,3,360000
4,2.75,2680,8500,1200,1.0,4,1242500
3,2.5,2380,16080,1040,1.0,4,986000
2,1.0,1060,4228,200,1.0,3,515000
3,1.75,2300,41900,990,1.0,4,320000
4,3.0,2010,7426,920,1.0,5,310000
2,1.0,1090,5000,360,1.0,4,356700
4,1.75,2320,5595,810,1.0,3,775000
3,1.0,1040,7541,0,1.0,3,325000
4,2.75,1810,8677,0,1.5,3,208000
2,1.0,1150,12775,0,1.0,4,825000
3,2.5,2360,11254,0,1.0,3,515000
3,1.5,1970,3400,550,1.5,4,490000
4,3.0,2690,28300,0,1.0,3,675000
4,2.5,2080,4080,1040,1.0,5,360000
4,2.5,2080,4080,1040,1.0,5,550000
3,1.5,1370,9000,0,1.0,3,225000
3,2.75,3410,9360,0,1.5,4,500000
4,2.0,1850,11700,0,1.0,4,385000
5,2.75,3010,12611,0,2.0,3,837700
3,2.25,1530,3056,0,2.0,3,448000
5,1.75,2690,21357,1270,1.0,4,730000
4,1.5,2810,7140,1320,1.0,3,575000
3,1.75,1810,7300,570,1.0,4,430000
3,2.5,1560,3987,0,2.0,3,435000
3,1.0,1010,9611,0,1.0,4,241000
2,1.75,1000,1760,400,1.0,4,453500
2,1.5,990,1380,0,3.0,3,285000
2,1.0,720,4222,0,1.0,4,151000
5,4.5,6070,14731,0,2.0,3,1570000
5,2.0,2270,2400,0,2.0,3,631000
2,2.5,1380,1073,240,2.0,3,285000
3,1.0,1260,8378,420,1.0,4,195000
4,2.5,2910,35679,0,2.0,4,817500
3,2.0,1810,12825,0,1.0,4,550000
4,2.5,3160,8281,0,2.0,4,1127000
2,2.75,1910,1369,0,3.0,3,609850
3,1.0,1230,4380,0,1.0,3,200000
4,2.5,2960,6219,0,2.0,3,367000
3,2.25,2200,8375,0,2.0,3,285167
2,1.5,1270,32175,0,1.0,4,275000
4,2.5,2540,12843,0,2.0,3,350900
4,3.25,3030,9273,0,2.0,5,660000
3,1.75,1520,8835,0,1.0,4,525000
4,2.5,1560,7800,0,2.0,3,262000
2,1.0,970,4560,0,1.0,4,690000
5,3.75,3570,14648,0,2.0,3,624000
3,1.0,1350,7740,490,1.0,4,353000
4,3.5,3710,10400,1420,2.0,3,552500
4,1.0,1430,8355,0,1.5,4,224500
3,1.0,940,8571,0,1.0,3,239000
5,4.5,4300,12250,0,2.0,3,975000
4,1.75,3990,13470,0,2.0,3,1200000
3,1.0,1380,4000,0,1.5,3,505000
4,1.75,2020,7865,1010,1.0,4,302000
3,1.0,1480,5670,700,1.0,3,170000
2,1.0,1190,27007,0,1.0,4,195000
5,1.5,2550,6300,990,1.0,4,272000
5,1.5,2550,6300,990,1.0,4,369000
3,1.5,1500,6332,0,1.0,3,332500
3,2.5,3000,8250,1240,1.0,4,515000
3,1.0,1690,4250,670,1.0,3,269000
4,4.0,4390,17832,1960,1.0,4,1278000
3,2.5,1560,4100,0,2.0,3,303000
7,3.0,2940,8624,1250,1.0,3,420000
3,1.0,1130,4100,140,1.0,3,400000
3,1.0,1020,8437,0,1.0,5,225000
2,2.0,1310,2550,0,2.0,3,219000
3,2.5,2570,9487,0,2.0,3,605000
4,2.0,2020,6867,1010,1.0,5,625000
5,2.0,1680,3240,840,1.0,3,380000
4,2.0,1770,7700,0,1.5,4,620000
4,2.75,3190,10970,0,2.0,3,687500
4,2.0,1440,7950,0,1.0,5,225500
3,2.0,1150,6000,0,1.0,5,252500
3,2.5,1860,3658,0,2.0,3,510000
4,2.5,2430,5203,0,2.0,3,510000
3,2.5,1940,4000,0,1.5,5,725000
1,0.0,670,43377,0,1.0,3,75000
2,1.0,880,2970,0,1.0,3,492000
4,2.5,1930,14196,600,1.0,4,425000
4,2.75,3120,7898,1560,1.0,4,1955000
3,2.5,1830,6162,0,2.0,3,298900
4,2.5,3230,40319,0,2.0,4,699000
2,1.0,700,3000,0,1.0,4,310000
3,1.75,1010,8580,0,1.0,3,350000
4,1.75,2460,10061,1050,1.0,3,790000
4,2.5,2230,5000,0,2.0,3,305000
3,2.5,1570,2865,0,2.0,3,315000
5,3.5,2390,6600,0,2.0,5,267500
4,3.25,3460,7749,440,2.0,3,1750000
6,3.5,2400,8620,760,2.0,3,435000
6,4.5,2940,7500,0,1.5,4,482500
5,5.25,8010,45517,2020,2.0,3,5110800
3,1.75,1570,8400,0,1.0,4,439995
3,3.0,1520,7500,340,1.0,3,460000
3,1.0,1070,6440,0,1.0,4,194000
2,0.75,440,8313,0,1.0,4,290000
4,2.0,2440,9600,1220,1.0,5,274700
4,2.5,2660,3672,860,2.0,5,900000
4,4.0,4460,103382,0,2.0,3,1150000
3,2.5,2010,3667,0,2.0,3,605000
3,2.5,1450,3850,0,2.0,3,359000
3,1.75,1400,9900,0,1.0,3,850000
3,2.0,1500,2500,0,2.0,3,505000
3,2.5,2500,7394,0,2.0,3,565000
2,1.75,1280,7110,280,1.0,4,585000
4,3.25,3380,7500,960,2.0,3,328000
4,2.75,2910,18700,700,1.0,3,749950
4,2.5,3060,7140,0,2.0,3,826000
3,1.0,1330,40259,0,1.0,4,535000
4,2.5,3300,101930,0,2.0,4,925000
3,3.5,3250,6000,750,2.0,3,875000
4,2.25,2530,9200,960,1.0,5,902000
3,1.0,1830,13900,0,1.0,3,423000
3,1.0,1170,11100,0,1.0,4,235000
2,2.0,2930,14057,1250,1.0,4,545000
2,1.0,1230,7560,0,1.0,3,343000
3,2.5,1620,2930,0,2.0,3,334950
3,1.75,1760,5355,600,1.0,3,405000
4,1.0,1440,8250,0,1.0,3,220000
2,1.0,1740,8100,690,1.0,3,173000
3,1.0,1270,3600,0,1.5,3,655000
2,1.0,880,3000,0,1.0,3,406000
6,2.5,2560,8320,1190,1.0,3,632000
5,2.75,1540,4000,400,1.0,3,357000
3,1.75,1150,17585,0,1.0,3,361000
2,1.0,770,8149,0,1.0,3,277000
4,3.75,4610,40202,2110,1.0,4,630000
3,2.5,1850,4597,0,2.0,3,254000
3,2.25,1840,8400,550,1.0,3,472800
3,1.75,1490,3800,790,1.0,3,263000
3,1.75,1490,3800,790,1.0,3,510000
3,1.0,960,10125,0,1.0,4,179950
