JobTitle,BasePay,OvertimePay,OtherPay,Year,TotalPay,TotalPayBenefits,Agency
Deputy Sheriff,34345.8,8665.76,2227.06,2013,45238.62,57691.52,San Francisco
Transit Planner III,42308.5,0.0,0.0,2013,42308.5,57675.68,San Francisco
Storekeeper,46797.4,0.0,0.0,2013,46797.4,57672.13,San Francisco
Patient Care Assistant,42656.1,2570.21,1896.6,2013,47122.91,57663.91,San Francisco
Parking Control Officer,37695.1,1439.53,1871.26,2013,41005.89,57646.43,San Francisco
Porter,37207.54,1080.19,2020.94,2013,40308.67,57644.13,San Francisco
Transit Car Cleaner,33712.38,3417.29,5137.18,2013,42266.85,57629.4,San Francisco
Custodian,36391.18,1998.54,2500.61,2013,40890.33,57615.14,San Francisco
Transit Operator,35456.01,2039.77,2723.65,2013,40219.43,57607.06,San Francisco
Librarian 1,40580.22,0.0,530.59,2013,41110.81,57599.77,San Francisco
Transit Operator,36778.36,2852.41,229.3,2013,39860.07,57593.23,San Francisco
Gardener,38458.01,0.0,220.0,2013,38678.01,57584.13,San Francisco
Housekeeper/Food Service Clnr,36244.92,1450.7,1322.25,2013,39017.87,57577.51,San Francisco
Parking Control Officer,36233.63,5229.41,419.64,2013,41882.68,57569.01,San Francisco
Library Page,37006.02,0.0,391.15,2013,37397.17,57539.36,San Francisco
Building Inspector,41551.76,0.0,2077.73,2013,43629.49,57523.58,San Francisco
Nutritionist,46507.07,0.0,860.0,2013,47367.07,57516.53,San Francisco
Special Nurse,31574.27,0.0,18251.55,2013,49825.82,57511.11,San Francisco
Parking Control Officer,31653.5,0.0,12608.21,2013,44261.71,57489.64,San Francisco
Medical Records Technician,38067.0,685.33,0.0,2013,38752.33,57460.75,San Francisco
Special Nurse,57450.82,0.0,0.0,2013,57450.82,57450.82,San Francisco
IS Business Analyst-Senior,42210.8,0.0,0.0,2013,42210.8,57446.34,San Francisco
Architectural Assistant 1,42309.31,0.0,0.0,2013,42309.31,57426.86,San Francisco
Custodian,36908.62,438.59,2160.02,2013,39507.23,57416.79,San Francisco
Automotive Machinist,38366.7,3357.0,449.1,2013,42172.8,57398.15,San Francisco
Special Nurse,39440.39,1020.01,7012.39,2013,47472.79,57370.45,San Francisco
Custodian,40062.81,462.27,0.0,2013,40525.08,57344.55,San Francisco
Transit Supervisor,34886.1,6856.3,2742.05,2013,44484.45,57322.27,San Francisco
Librarian 1,41749.32,0.0,265.35,2013,42014.67,57317.43,San Francisco
Transit Operator,34301.6,2430.36,1121.86,2013,37853.82,57303.83,San Francisco
Senior Administrative Analyst,42378.04,0.0,0.0,2013,42378.04,57301.09,San Francisco
ASR-Office Assistant,48716.83,0.0,0.0,2013,48716.83,57297.55,San Francisco
PS Aide to Prof,38053.28,0.0,0.0,2013,38053.28,57289.57,San Francisco
Deputy Court Clerk I,38130.6,0.0,0.0,2013,38130.6,57279.29,San Francisco
Special Nurse,48591.99,0.0,8082.37,2013,56674.36,57241.09,San Francisco
Deputy Court Clerk I,37021.5,0.0,1146.96,2013,38168.46,57235.17,San Francisco
Storekeeper,33156.56,0.0,9891.18,2013,43047.74,57234.51,San Francisco
Senior Clerk Typist,32277.0,0.0,11598.0,2013,43875.0,57217.2,San Francisco
Librarian 1,41686.79,0.0,268.4,2013,41955.19,57206.63,San Francisco
Library Page,36644.31,0.0,522.29,2013,37166.6,57196.97,San Francisco
Public Svc Aide-Public Works,32285.73,3840.29,300.63,2013,36426.65,57195.81,San Francisco
Dietitian,41478.92,0.0,200.0,2013,41678.92,57186.93,San Francisco
Mayoral Staff IV,33465.0,0.0,0.0,2013,33465.0,57184.26,San Francisco
Sheriff's Cadet,36050.46,0.0,500.0,2013,36550.46,57173.17,San Francisco
Nursing Supervisor,47535.07,0.0,893.12,2013,48428.19,57165.87,San Francisco
Cashier 2,39576.0,162.9,0.0,2013,39738.9,57158.54,San Francisco
Transit Planner 2,41373.27,0.0,0.0,2013,41373.27,57151.41,San Francisco
Librarian 1,42854.05,0.0,569.38,2013,43423.43,57145.73,San Francisco
Deputy Court Clerk I,37727.5,0.0,0.0,2013,37727.5,57140.94,San Francisco
Public Svc Aide-Public Works,30736.2,5795.68,293.95,2013,36825.83,57137.41,San Francisco
Library Page,37935.34,0.0,0.0,2013,37935.34,57132.84,San Francisco
Deputy Court Clerk I,37694.41,0.0,0.0,2013,37694.41,57091.61,San Francisco
Public Service Trainee,30820.07,7126.46,341.93,2013,38288.46,57081.87,San Francisco
Transit Fare Inspector,39413.07,115.28,1186.34,2013,40714.69,57066.76,San Francisco
Secretary 1,35201.4,0.0,2448.0,2013,37649.4,57064.59,San Francisco
Transit Operator,34951.39,4524.29,654.45,2013,40130.13,57063.46,San Francisco
Transit Operator,34756.96,1986.02,888.84,2013,37631.82,57063.23,San Francisco
Licensed Vocational Nurse,34870.11,5499.25,2365.25,2013,42734.61,57040.74,San Francisco
Clinical Psychologist,42221.15,0.0,0.0,2013,42221.15,57019.63,San Francisco
Public Service Aide-Admin,35486.1,0.0,0.0,2013,35486.1,57018.28,San Francisco
Gardener,32277.18,0.0,11915.0,2013,44192.18,57001.38,San Francisco
General Laborer Supervisor 1,39607.87,0.0,1080.0,2013,40687.87,56991.55,San Francisco
Elections Clerk,37060.52,908.3,1040.0,2013,39008.82,56973.35,San Francisco
Automotive Machinist,35077.36,2133.82,6104.75,2013,43315.93,56971.72,San Francisco
Bldg & Grounds Patrol Officer,39563.68,0.0,394.52,2013,39958.2,56952.97,San Francisco
"Counselor, Juvenile Hall SFERS",42837.11,96.47,256.16,2013,43189.74,56952.04,San Francisco
Utility Specialist,41166.03,0.0,3758.47,2013,44924.5,56950.33,San Francisco
Senior Clerk Typist,39497.63,0.0,425.85,2013,39923.48,56929.55,San Francisco
Registered Nurse,39761.64,1154.13,2889.57,2013,43805.34,56923.0,San Francisco
Health Care Billing Clerk 1,37620.01,0.0,0.0,2013,37620.01,56907.54,San Francisco
Dietitian,41364.0,0.0,440.0,2013,41804.0,56903.85,San Francisco
Librarian 1,40236.75,0.0,534.33,2013,40771.08,56902.67,San Francisco
Special Nurse,56127.0,0.0,194.2,2013,56321.2,56884.43,San Francisco
Fingerprint Technician 1,35036.0,794.54,2553.16,2013,38383.7,56871.08,San Francisco
Librarian 1,41134.52,0.0,607.65,2013,41742.17,56870.53,San Francisco
Traffic Signal Operator,36835.24,507.0,0.0,2013,37342.24,56867.05,San Francisco
Environmental Service Worker,37316.22,229.64,179.73,2013,37725.59,56863.91,San Francisco
PS Aide to Prof,38481.34,0.0,0.0,2013,38481.34,56854.95,San Francisco
Transit Operator,35674.91,3563.46,424.78,2013,39663.15,56852.52,San Francisco
Transit Operator,33296.27,4305.0,507.14,2013,38108.41,56849.3,San Francisco
Librarian 1,41182.49,0.0,540.92,2013,41723.41,56847.46,San Francisco
Nursing Assistant,30142.7,1720.58,13228.9,2013,45092.18,56802.5,San Francisco
Museum Guard,39489.22,469.02,0.0,2013,39958.24,56784.55,San Francisco
Patient Care Assistant,35678.32,2724.87,1046.28,2013,39449.47,56768.79,San Francisco
Registered Nurse,45444.94,0.0,1184.19,2013,46629.13,56752.64,San Francisco
Social Work Specialist,39424.0,0.0,3575.11,2013,42999.11,56751.64,San Francisco
Attorney (Civil/Criminal),39483.0,0.0,5205.66,2013,44688.66,56748.24,San Francisco
Librarian 1,40930.79,0.0,740.25,2013,41671.04,56743.08,San Francisco
Library Page,37493.26,0.0,275.34,2013,37768.6,56739.56,San Francisco
Emp & Training Spec 2,30491.15,0.0,15098.39,2013,45589.54,56738.35,San Francisco
Custodial Assistant Supervisor,39027.04,677.4,458.09,2013,40162.53,56731.2,San Francisco
Senior Management Assistant,37927.81,0.0,5630.12,2013,43557.93,56728.05,San Francisco
General Laborer,39479.79,0.0,548.67,2013,40028.46,56701.67,San Francisco
Recreation Specialist,39269.2,0.0,409.95,2013,39679.15,56684.79,San Francisco
Custodian,39068.98,0.0,81.5,2013,39150.48,56675.86,San Francisco
Porter,37748.88,2139.9,0.0,2013,39888.78,56673.37,San Francisco
Custodian,38676.01,811.61,166.87,2013,39654.49,56632.07,San Francisco
Community Development Spec,40021.0,0.0,0.0,2013,40021.0,56614.38,San Francisco
Transit Operator,31881.9,8983.47,633.59,2013,41498.96,56590.94,San Francisco
Publ Svc Aide-Asst to Prof,36644.93,0.0,0.0,2013,36644.93,56586.62,San Francisco
DA Investigative Assist,37743.73,0.0,3302.4,2013,41046.13,56585.98,San Francisco
Library Technical Assistant 1,40332.67,0.0,369.78,2013,40702.45,56574.89,San Francisco
Cashier 2,40005.29,98.56,0.0,2013,40103.85,56572.6,San Francisco
Deputy Court Clerk II,36942.88,0.0,4932.19,2013,41875.07,56557.84,San Francisco
ASR Senior Office Specialist,39150.0,0.0,2488.68,2013,41638.68,56554.71,San Francisco
Clerk Typist,29406.02,3034.52,10547.08,2013,42987.62,56542.25,San Francisco
Transit Fare Inspector,34924.81,997.42,2688.24,2013,38610.47,56539.29,San Francisco
Sr Personal Property Auditor,42276.03,0.0,160.0,2013,42436.03,56534.69,San Francisco
Dental Aide,39652.36,0.0,960.0,2013,40612.36,56483.97,San Francisco
Senior Eligibility Worker,33348.01,0.0,10785.24,2013,44133.25,56482.79,San Francisco
Special Nurse,40621.5,1579.73,6770.25,2013,48971.48,56472.54,San Francisco
Legal Assistant,40153.84,0.0,1866.79,2013,42020.63,56462.79,San Francisco
Community Police Services Aide,35510.63,2828.33,3704.65,2013,42043.61,56452.41,San Francisco
Gardener,37866.0,0.0,0.0,2013,37866.0,56430.33,San Francisco
Custodian,36936.99,33.02,1989.33,2013,38959.34,56419.07,San Francisco
Special Nurse,50880.12,776.38,4190.88,2013,55847.38,56405.84,San Francisco
Custodian,37630.38,429.25,1315.03,2013,39374.66,56387.54,San Francisco
Arborist Technician,34126.28,7986.88,0.0,2013,42113.16,56386.79,San Francisco
Senior Clerk,36485.44,0.0,0.0,2013,36485.44,56382.26,San Francisco
Senior Clerk,36485.42,0.0,0.0,2013,36485.42,56382.24,San Francisco
Senior Clerk,36485.4,0.0,0.0,2013,36485.4,56382.22,San Francisco
Nursing Supervisor,43059.19,0.0,4616.59,2013,47675.78,56379.03,San Francisco
Institution Utility Worker,37353.98,0.0,460.68,2013,37814.66,56372.4,San Francisco
Library Page,36960.42,0.0,603.76,2013,37564.18,56360.29,San Francisco
Parking Control Officer,38851.21,166.5,428.93,2013,39446.64,56340.13,San Francisco
Nursing Supervisor,43461.68,0.0,4315.21,2013,47776.89,56335.49,San Francisco
Nurse Practitioner,48543.23,0.0,0.0,2013,48543.23,56306.65,San Francisco
Police Officer,,0.0,48336.08,2013,48336.08,56295.26,San Francisco
Transit Operator,33745.06,2311.37,1088.83,2013,37145.26,56277.99,San Francisco
Museum Preparator,36508.2,2410.32,0.0,2013,38918.52,56277.93,San Francisco
Transit Operator,36352.74,444.93,399.09,2013,37196.76,56265.78,San Francisco
General Laborer,39184.16,0.0,514.99,2013,39699.15,56261.57,San Francisco
PS Aide to Prof,35624.33,0.0,0.0,2013,35624.33,56252.07,San Francisco
Custodian,36034.49,3466.97,91.57,2013,39593.03,56247.73,San Francisco
Deputy Court Clerk I,37137.98,0.0,0.0,2013,37137.98,56243.97,San Francisco
Storekeeper,45480.4,1152.38,2328.92,2013,48961.7,56237.97,San Francisco
Custodian,37330.46,0.0,0.0,2013,37330.46,56237.11,San Francisco
Library Assistant,38828.48,0.0,935.27,2013,39763.75,56232.75,San Francisco
Asphalt Finisher,37983.8,1267.32,1432.98,2013,40684.1,56225.28,San Francisco
Senior Physician Specialist,47064.81,0.0,0.0,2013,47064.81,56186.26,San Francisco
Senior Telephone Operator,29002.69,14033.59,281.99,2013,43318.27,56183.95,San Francisco
Public Svc Aide-Public Works,28787.69,8575.88,280.15,2013,37643.72,56182.24,San Francisco
Police Officer,41345.7,0.0,0.0,2013,41345.7,56178.24,San Francisco
Special Nurse,54996.54,0.0,625.0,2013,55621.54,56177.8,San Francisco
General Laborer,33393.5,5428.76,3816.77,2013,42639.03,56176.81,San Francisco
Special Nurse,47909.95,0.0,7703.74,2013,55613.69,56169.84,San Francisco
Transit Operator,41981.08,2065.72,726.94,2013,44773.74,56158.83,San Francisco
Transit Operator,31028.78,4584.72,5403.14,2013,41016.64,56130.93,San Francisco
Senior Clerk,38561.93,0.0,289.87,2013,38851.8,56119.8,San Francisco
PS Aide Health Services,36249.66,791.77,0.0,2013,37041.43,56116.65,San Francisco
Transit Operator,34011.83,1881.58,960.22,2013,36853.63,56110.71,San Francisco
Senior Clerk Typist,31164.03,105.09,11944.11,2013,43213.23,56099.91,San Francisco
Library Assistant,38411.67,0.0,184.5,2013,38596.17,56059.44,San Francisco
Deputy Sheriff 1,27396.0,14081.93,1952.52,2013,43430.45,56047.08,San Francisco
Parking Control Officer,38028.4,0.0,1108.6,2013,39137.0,56042.9,San Francisco
Health Worker 2,35058.95,0.0,80.0,2013,35138.95,56024.12,San Francisco
Health Worker 2,36830.51,155.11,200.0,2013,37185.62,56012.15,San Francisco
Victim/Witness Investigator 1,38540.81,0.0,320.0,2013,38860.81,56007.68,San Francisco
Unit Clerk,38369.18,0.0,1285.29,2013,39654.47,56007.3,San Francisco
Sr Transit Information Clerk,39504.6,0.0,367.2,2013,39871.8,55978.84,San Francisco
Licensed Vocational Nurse,45285.1,985.15,270.73,2013,46540.98,55944.1,San Francisco
Police Officer,41345.7,0.0,0.0,2013,41345.7,55908.29,San Francisco
Manager VIII,55775.55,0.0,0.0,2013,55775.55,55870.93,San Francisco
Legal Assistant,38928.55,0.0,0.0,2013,38928.55,55868.86,San Francisco
Senior Eligibility Worker,33348.01,262.04,9903.76,2013,43513.81,55868.81,San Francisco
Anesthetist,51571.09,110.83,4178.39,2013,55860.31,55860.31,San Francisco
Transit Operator,34979.73,3026.95,1175.6,2013,39182.28,55858.74,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,45777.91,0.0,0.0,2013,45777.91,55857.46,San Francisco
Environmental Service Worker,36398.3,703.17,893.96,2013,37995.43,55855.76,San Francisco
Senior Clerk,36131.42,0.0,0.0,2013,36131.42,55844.85,San Francisco
Senior Clerk,36126.2,0.0,0.0,2013,36126.2,55836.93,San Francisco
Museum Guard,37414.21,2505.62,168.43,2013,40088.26,55814.75,San Francisco
Pr Personal Property Auditor,55807.05,0.0,0.0,2013,55807.05,55807.05,San Francisco
Clerk,37654.31,0.0,0.0,2013,37654.31,55802.71,San Francisco
Special Nurse,48123.08,2377.53,4745.11,2013,55245.72,55798.18,San Francisco
General Laborer,36875.61,2839.15,509.29,2013,40224.05,55796.09,San Francisco
Senior Eligibility Worker,38906.0,52.41,2472.57,2013,41430.98,55794.14,San Francisco
Park Section Supervisor,30408.0,0.0,14456.83,2013,44864.83,55788.59,San Francisco
Assistant Storekeeper,35383.79,1984.03,1458.88,2013,38826.7,55780.89,San Francisco
Transit Operator,34561.13,2252.34,1547.37,2013,38360.84,55756.55,San Francisco
Management Assistant,40158.26,0.0,332.12,2013,40490.38,55755.03,San Francisco
Parking Control Officer,35961.8,531.96,344.63,2013,36838.39,55753.1,San Francisco
Principal Clerk,45299.41,226.78,677.0,2013,46203.19,55732.84,San Francisco
Transit Planner 2,40427.9,0.0,0.0,2013,40427.9,55730.89,San Francisco
Senior Personnel Analyst,38349.8,0.0,0.0,2013,38349.8,55712.24,San Francisco
Librarian 1,40514.14,0.0,542.58,2013,41056.72,55702.97,San Francisco
Senior Management Assistant,45250.1,0.0,0.0,2013,45250.1,55676.11,San Francisco
Custodian,35715.29,871.7,2008.72,2013,38595.71,55667.61,San Francisco
Manager III,55659.87,0.0,0.0,2013,55659.87,55659.87,San Francisco
Account Clerk,39810.24,0.0,0.0,2013,39810.24,55657.24,San Francisco
"Counselor, Juvenile Hall",37430.26,2969.67,584.07,2013,40984.0,55652.14,San Francisco
Physical Therapist,42052.22,0.0,0.0,2013,42052.22,55606.4,San Francisco
Health Care Billing Clerk 2,37279.55,0.0,4042.42,2013,41321.97,55606.09,San Francisco
Porter,36571.43,2445.6,11.21,2013,39028.24,55601.56,San Francisco
Museum Guard,34535.63,3718.46,2363.29,2013,40617.38,55586.1,San Francisco
Custodian,35186.98,445.76,2357.43,2013,37990.17,55580.87,San Francisco
Stationary Engineer,26314.51,2633.29,16871.03,2013,45818.83,55576.86,San Francisco
Airport Property Specialist 1,55014.95,0.0,0.0,2013,55014.95,55565.08,San Francisco
Clerk,22575.45,19280.14,1023.46,2013,42879.05,55562.06,San Francisco
Special Nurse,55513.24,0.0,0.0,2013,55513.24,55513.24,San Francisco
Special Nurse,41263.25,0.0,6988.17,2013,48251.42,55499.57,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,34211.39,5490.51,0.0,2013,39701.9,55478.33,San Francisco
Nurse Practitioner,37305.01,0.0,7402.94,2013,44707.95,55458.19,San Francisco
Nurse Practitioner,44006.64,0.0,0.0,2013,44006.64,55438.56,San Francisco
Truck Driver,49149.0,2816.56,89.75,2013,52055.31,55432.07,San Francisco
Eligibility Worker,37992.28,909.0,765.0,2013,39666.28,55429.49,San Francisco
Sheriff's Cadet,31687.2,1608.49,3069.88,2013,36365.57,55411.19,San Francisco
Transit Operator,32210.75,6956.81,154.02,2013,39321.58,55402.75,San Francisco
Transit Operator,40685.91,3355.57,344.29,2013,44385.77,55377.73,San Francisco
Special Nurse,43711.43,1020.01,3065.23,2013,47796.67,55363.81,San Francisco
Porter,35173.12,0.0,1537.56,2013,36710.68,55362.18,San Francisco
Senior Clerk,39822.3,0.0,0.0,2013,39822.3,55357.77,San Francisco
Public Service Trainee,37009.23,0.0,57.6,2013,37066.83,55352.94,San Francisco
Sheriff's Cadet,33589.93,1801.66,500.0,2013,35891.59,55341.18,San Francisco
Food Service Worker,35262.73,1588.5,102.2,2013,36953.43,55337.88,San Francisco
Apprentice Gardener,36942.4,824.93,229.16,2013,37996.49,55335.95,San Francisco
Library Assistant,37396.94,0.0,1644.75,2013,39041.69,55320.22,San Francisco
Senior Administrative Analyst,41361.44,0.0,0.0,2013,41361.44,55314.77,San Francisco
Associate Museum Registrar,35712.6,290.4,841.5,2013,36844.5,55310.91,San Francisco
Medical Evaluations Assistant,36840.8,1135.47,4033.78,2013,42010.05,55306.41,San Francisco
Special Nurse,45684.06,0.0,197.82,2013,45881.88,55299.42,San Francisco
Gardener,38698.26,0.0,0.0,2013,38698.26,55277.58,San Francisco
Porter,36186.34,1261.65,0.0,2013,37447.99,55258.75,San Francisco
Nurse Practitioner,31325.1,9943.2,2817.29,2013,44085.59,55242.69,San Francisco
Accountant Intern,37936.5,0.0,0.0,2013,37936.5,55211.71,San Francisco
Special Nurse,46285.38,2778.19,5599.69,2013,54663.26,55209.89,San Francisco
Clerk Typist,46910.4,394.2,0.0,2013,47304.6,55198.16,San Francisco
Transit Operator,36513.59,59.04,1351.09,2013,37923.72,55176.67,San Francisco
Human Services Technician,36000.7,1373.87,0.0,2013,37374.57,55151.21,San Francisco
Personnel Clerk,38956.6,0.0,0.0,2013,38956.6,55150.99,San Francisco
Special Nurse,55111.39,0.0,0.0,2013,55111.39,55111.39,San Francisco
Eligibility Worker,35751.99,467.58,3463.52,2013,39683.09,55107.84,San Francisco
IS Business Analyst-Senior,43672.46,0.0,0.0,2013,43672.46,55105.14,San Francisco
Automotive Mechanic Asst Sprv,36409.13,0.0,5919.42,2013,42328.55,55101.42,San Francisco
Junior Engineer,40258.3,0.0,0.0,2013,40258.3,55101.18,San Francisco
Cashier 2,37618.26,526.35,415.75,2013,38560.36,55101.07,San Francisco
Public Service Trainee,36610.1,0.0,12.8,2013,36622.9,55097.85,San Francisco
Unit Clerk,37746.59,0.0,1420.18,2013,39166.77,55083.69,San Francisco
Special Nurse,43893.08,1055.84,2628.37,2013,47577.29,55076.63,San Francisco
Social Work Supervisor,40976.54,0.0,0.0,2013,40976.54,55059.72,San Francisco
Clerk,36369.14,0.0,320.0,2013,36689.14,55044.9,San Francisco
General Laborer,37803.95,785.03,269.37,2013,38858.35,55039.15,San Francisco
Special Assistant 3,39570.0,0.0,0.0,2013,39570.0,55022.5,San Francisco
Meter Reader,37864.55,0.0,0.0,2013,37864.55,55000.31,San Francisco
Food Service Worker,22225.06,18977.91,1098.4,2013,42301.37,54959.27,San Francisco
"Sr. Stationary Eng, Sew Plant",20582.7,6489.65,20907.72,2013,47980.07,54958.57,San Francisco
Librarian 1,40044.47,0.0,256.2,2013,40300.67,54955.11,San Francisco
Management Assistant,39177.01,0.0,500.85,2013,39677.86,54945.45,San Francisco
Automotive Machinist,38329.4,1091.03,352.35,2013,39772.78,54939.28,San Francisco
Customer Service Agent,40268.14,689.1,482.39,2013,41439.63,54900.65,San Francisco
Parking Control Officer,36936.91,631.0,940.27,2013,38508.18,54835.28,San Francisco
Manager III,54815.22,0.0,0.0,2013,54815.22,54815.22,San Francisco
Associate Museum Registrar,35794.97,0.0,0.0,2013,35794.97,54806.3,San Francisco
Social Worker,38242.8,0.0,328.92,2013,38571.72,54776.51,San Francisco
Special Nurse,40621.5,0.0,6973.38,2013,47594.88,54775.83,San Francisco
Apprentice Gardener,36997.36,242.09,189.27,2013,37428.72,54772.02,San Francisco
Accountant Intern,37620.47,0.0,0.0,2013,37620.47,54753.22,San Francisco
Special Nurse,44241.65,0.0,1099.39,2013,45341.04,54744.53,San Francisco
